Date,Category,Amount,Description
2024-05-08,Clothing,272.01,Clothing Expense
2024-05-08,Healthcare,176.13,Healthcare Expense
2024-05-09,Grocery,69.47,Grocery Expense
2024-05-09,Pets,67.55,Pets Expense
2024-05-09,Food,27.92,Food Expense
2024-05-11,Education,547.82,Education Expense
2024-05-12,Fitness,63.16,Fitness Expense
2024-05-14,Entertainment,67.86,Entertainment Expense
2024-05-14,Coffee,4.2,Coffee Expense
2024-05-14,Coffee,12.39,Coffee Expense
2024-05-14,Entertainment,63.08,Entertainment Expense
2024-05-16,Travel,3078.18,Travel Expense
2024-05-16,Fitness,85.4,Fitness Expense
2024-05-16,Entertainment,281.99,Entertainment Expense
2024-05-16,Transportation,59.09,Transportation Expense
2024-05-16,Books,26.97,Books Expense
2024-05-16,Education,411.57,Education Expense
2024-05-16,Pets,41.59,Pets Expense
2024-05-16,Beauty,68.83,Beauty Expense
2024-05-16,Shopping,336.0,Shopping Expense
2024-05-18,Education,951.52,Education Expense
2024-05-18,Books,24.51,Books Expense
2024-05-19,Grocery,143.07,Grocery Expense
2024-05-20,Dining,166.34,Dining Expense
2024-05-20,Dining,128.96,Dining Expense
2024-05-21,Travel,2961.99,Travel Expense
2024-05-21,Housing,2370.57,Housing Expense
2024-05-22,Pets,33.85,Pets Expense
2024-05-23,Food,42.11,Food Expense
2024-05-23,Electronics,1883.08,Electronics Expense
2024-05-25,Utilities,151.67,Utilities Expense
2024-05-28,Fitness,74.23,Fitness Expense
2024-05-28,Clothing,126.41,Clothing Expense
2024-05-29,Healthcare,98.13,Healthcare Expense
2024-05-29,Dining,161.16,Dining Expense
2024-05-29,Beauty,114.42,Beauty Expense
2024-05-29,Entertainment,72.58,Entertainment Expense
2024-05-29,Utilities,295.02,Utilities Expense
2024-05-30,Food,129.31,Food Expense
2024-06-01,Dining,31.11,Dining Expense
2024-06-01,Education,418.2,Education Expense
2024-06-02,Utilities,214.19,Utilities Expense
2024-06-02,Education,552.91,Education Expense
2024-06-03,Gifts,184.72,Gifts Expense
2024-06-03,Transportation,13.97,Transportation Expense
2024-06-06,Books,15.6,Books Expense
2024-06-07,Entertainment,181.53,Entertainment Expense
2024-06-07,Coffee,6.08,Coffee Expense
2024-06-07,Dining,82.35,Dining Expense
2024-06-07,Housing,1088.95,Housing Expense
2024-06-08,Travel,3506.97,Travel Expense
2024-06-08,Clothing,228.92,Clothing Expense
2024-06-08,Grocery,101.34,Grocery Expense
2024-06-09,Education,432.83,Education Expense
2024-06-09,Housing,2412.13,Housing Expense
2024-06-11,Dining,112.25,Dining Expense
2024-06-11,Electronics,261.43,Electronics Expense
2024-06-11,Fitness,131.4,Fitness Expense
2024-06-11,Dining,34.12,Dining Expense
2024-06-12,Beauty,178.24,Beauty Expense
2024-06-15,Gifts,132.87,Gifts Expense
2024-06-16,Coffee,10.65,Coffee Expense
2024-06-16,Clothing,172.23,Clothing Expense
2024-06-16,Pets,41.32,Pets Expense
2024-06-17,Gifts,86.14,Gifts Expense
2024-06-17,Entertainment,208.69,Entertainment Expense
2024-06-17,Coffee,9.4,Coffee Expense
2024-06-18,Beauty,158.74,Beauty Expense
2024-06-19,Beauty,151.35,Beauty Expense
2024-06-19,Sports,189.19,Sports Expense
2024-06-20,Sports,41.39,Sports Expense
2024-06-21,Entertainment,66.79,Entertainment Expense
2024-06-22,Grocery,179.52,Grocery Expense
2024-06-23,Electronics,967.38,Electronics Expense
2024-06-23,Fitness,65.84,Fitness Expense
2024-06-24,Transportation,38.32,Transportation Expense
2024-06-24,Electronics,1672.44,Electronics Expense
2024-06-26,Clothing,212.12,Clothing Expense
2024-06-27,Transportation,40.83,Transportation Expense
2024-06-27,Pets,99.51,Pets Expense
2024-06-29,Grocery,198.99,Grocery Expense
2024-06-30,Food,31.92,Food Expense
2024-06-30,Utilities,266.71,Utilities Expense
2024-07-01,Sports,145.02,Sports Expense
2024-07-02,Entertainment,85.41,Entertainment Expense
2024-07-02,Shopping,364.79,Shopping Expense
2024-07-03,Transportation,65.39,Transportation Expense
2024-07-05,Pets,67.61,Pets Expense
2024-07-05,Transportation,50.66,Transportation Expense
2024-07-06,Electronics,756.1,Electronics Expense
2024-07-06,Healthcare,347.92,Healthcare Expense
2024-07-06,Sports,174.99,Sports Expense
2024-07-07,Utilities,118.57,Utilities Expense
2024-07-07,Fitness,72.98,Fitness Expense
2024-07-08,Education,719.16,Education Expense
2024-07-08,Utilities,120.3,Utilities Expense
2024-07-09,Fitness,53.53,Fitness Expense
2024-07-09,Clothing,214.76,Clothing Expense
2024-07-10,Fitness,147.25,Fitness Expense
2024-07-10,Sports,115.66,Sports Expense
2024-07-11,Gifts,83.92,Gifts Expense
2024-07-13,Healthcare,256.33,Healthcare Expense
2024-07-14,Travel,4043.37,Travel Expense
2024-07-17,Dining,44.51,Dining Expense
2024-07-18,Coffee,14.91,Coffee Expense
2024-07-19,Entertainment,193.6,Entertainment Expense
2024-07-19,Food,62.03,Food Expense
2024-07-21,Grocery,133.39,Grocery Expense
2024-07-21,Education,137.91,Education Expense
2024-07-22,Sports,139.21,Sports Expense
2024-07-22,Sports,49.15,Sports Expense
2024-07-22,Grocery,62.59,Grocery Expense
2024-07-22,Grocery,92.94,Grocery Expense
2024-07-23,Clothing,174.87,Clothing Expense
2024-07-24,Coffee,12.48,Coffee Expense
2024-07-25,Books,22.45,Books Expense
2024-07-25,Entertainment,171.51,Entertainment Expense
2024-07-25,Education,592.06,Education Expense
2024-07-26,Dining,160.01,Dining Expense
2024-07-26,Electronics,723.41,Electronics Expense
2024-07-27,Coffee,4.04,Coffee Expense
2024-07-27,Gifts,106.41,Gifts Expense
2024-07-28,Electronics,729.03,Electronics Expense
2024-07-28,Beauty,126.14,Beauty Expense
2024-07-28,Travel,3264.13,Travel Expense
2024-07-29,Coffee,5.49,Coffee Expense
2024-07-31,Utilities,284.22,Utilities Expense
2024-07-31,Transportation,26.44,Transportation Expense
2024-08-01,Education,481.78,Education Expense
2024-08-01,Grocery,63.87,Grocery Expense
2024-08-01,Books,18.61,Books Expense
2024-08-02,Food,115.35,Food Expense
2024-08-02,Fitness,66.94,Fitness Expense
2024-08-03,Beauty,148.06,Beauty Expense
2024-08-04,Entertainment,251.34,Entertainment Expense
2024-08-04,Grocery,129.55,Grocery Expense
2024-08-04,Shopping,328.94,Shopping Expense
2024-08-04,Sports,176.99,Sports Expense
2024-08-04,Utilities,288.09,Utilities Expense
2024-08-05,Dining,166.09,Dining Expense
2024-08-05,Beauty,97.47,Beauty Expense
2024-08-05,Grocery,34.03,Grocery Expense
2024-08-06,Housing,1225.67,Housing Expense
2024-08-06,Entertainment,131.68,Entertainment Expense
2024-08-07,Utilities,281.4,Utilities Expense
2024-08-07,Utilities,228.42,Utilities Expense
2024-08-07,Dining,42.17,Dining Expense
2024-08-08,Coffee,14.74,Coffee Expense
2024-08-09,Sports,120.21,Sports Expense
2024-08-09,Coffee,6.56,Coffee Expense
2024-08-10,Entertainment,103.1,Entertainment Expense
2024-08-10,Sports,187.6,Sports Expense
2024-08-11,Travel,3023.07,Travel Expense
2024-08-12,Clothing,238.98,Clothing Expense
2024-08-12,Coffee,13.6,Coffee Expense
2024-08-13,Dining,195.88,Dining Expense
2024-08-13,Transportation,73.94,Transportation Expense
2024-08-14,Shopping,74.53,Shopping Expense
2024-08-14,Coffee,11.03,Coffee Expense
2024-08-15,Travel,2831.98,Travel Expense
2024-08-16,Healthcare,88.21,Healthcare Expense
2024-08-17,Healthcare,330.13,Healthcare Expense
2024-08-18,Dining,182.73,Dining Expense
2024-08-19,Clothing,108.75,Clothing Expense
2024-08-19,Transportation,39.07,Transportation Expense
2024-08-19,Transportation,25.07,Transportation Expense
2024-08-19,Dining,82.97,Dining Expense
2024-08-20,Fitness,49.23,Fitness Expense
2024-08-21,Healthcare,178.57,Healthcare Expense
2024-08-22,Grocery,61.72,Grocery Expense
2024-08-22,Transportation,95.35,Transportation Expense
2024-08-23,Clothing,133.91,Clothing Expense
2024-08-24,Clothing,157.4,Clothing Expense
2024-08-26,Education,926.24,Education Expense
2024-08-27,Beauty,98.28,Beauty Expense
2024-08-27,Clothing,65.91,Clothing Expense
2024-08-28,Beauty,104.75,Beauty Expense
2024-08-28,Sports,87.98,Sports Expense
2024-08-28,Coffee,8.41,Coffee Expense
2024-08-28,Beauty,52.13,Beauty Expense
2024-08-28,Coffee,11.86,Coffee Expense
2024-08-29,Pets,97.74,Pets Expense
2024-08-30,Entertainment,224.36,Entertainment Expense
2024-08-31,Grocery,61.55,Grocery Expense
2024-09-01,Food,143.44,Food Expense
2024-09-01,Shopping,168.39,Shopping Expense
2024-09-02,Travel,3394.39,Travel Expense
2024-09-03,Beauty,71.22,Beauty Expense
2024-09-03,Travel,4419.53,Travel Expense
2024-09-03,Grocery,85.62,Grocery Expense
2024-09-05,Beauty,119.63,Beauty Expense
2024-09-05,Education,449.56,Education Expense
2024-09-06,Entertainment,157.29,Entertainment Expense
2024-09-06,Books,24.55,Books Expense
2024-09-06,Books,32.19,Books Expense
2024-09-07,Food,145.55,Food Expense
2024-09-07,Electronics,983.34,Electronics Expense
2024-09-07,Books,40.86,Books Expense
2024-09-07,Food,123.04,Food Expense
2024-09-08,Transportation,92.1,Transportation Expense
2024-09-08,Books,24.81,Books Expense
2024-09-08,Food,65.32,Food Expense
2024-09-08,Entertainment,277.44,Entertainment Expense
2024-09-08,Healthcare,434.32,Healthcare Expense
2024-09-09,Housing,2957.42,Housing Expense
2024-09-10,Grocery,86.13,Grocery Expense
2024-09-10,Food,149.65,Food Expense
2024-09-11,Gifts,50.47,Gifts Expense
2024-09-11,Education,848.28,Education Expense
2024-09-11,Travel,2223.17,Travel Expense
2024-09-11,Books,31.19,Books Expense
2024-09-12,Travel,247.66,Travel Expense
2024-09-13,Coffee,12.99,Coffee Expense
2024-09-14,Travel,281.58,Travel Expense
2024-09-14,Shopping,238.78,Shopping Expense
2024-09-15,Coffee,13.75,Coffee Expense
2024-09-15,Fitness,127.91,Fitness Expense
2024-09-15,Pets,76.55,Pets Expense
2024-09-15,Education,899.93,Education Expense
2024-09-16,Pets,99.06,Pets Expense
2024-09-17,Housing,2085.4,Housing Expense
2024-09-17,Travel,2011.57,Travel Expense
2024-09-18,Healthcare,410.8,Healthcare Expense
2024-09-19,Sports,28.06,Sports Expense
2024-09-20,Entertainment,85.42,Entertainment Expense
2024-09-21,Books,34.76,Books Expense
2024-09-23,Grocery,38.57,Grocery Expense
2024-09-23,Dining,196.78,Dining Expense
2024-09-23,Clothing,156.06,Clothing Expense
2024-09-23,Food,71.65,Food Expense
2024-09-24,Transportation,23.22,Transportation Expense
2024-09-24,Pets,63.12,Pets Expense
2024-09-26,Pets,28.25,Pets Expense
2024-09-27,Pets,23.27,Pets Expense
2024-09-27,Travel,618.85,Travel Expense
2024-09-27,Beauty,69.24,Beauty Expense
2024-09-29,Dining,84.75,Dining Expense
2024-10-01,Entertainment,158.92,Entertainment Expense
2024-10-01,Grocery,142.08,Grocery Expense
2024-10-02,Grocery,199.86,Grocery Expense
2024-10-03,Food,58.0,Food Expense
2024-10-03,Sports,38.83,Sports Expense
2024-10-03,Education,76.8,Education Expense
2024-10-03,Housing,1177.39,Housing Expense
2024-10-04,Dining,153.12,Dining Expense
2024-10-04,Food,134.5,Food Expense
2024-10-04,Sports,94.21,Sports Expense
2024-10-05,Grocery,68.47,Grocery Expense
2024-10-06,Sports,28.3,Sports Expense
2024-10-06,Grocery,187.65,Grocery Expense
2024-10-07,Utilities,85.17,Utilities Expense
2024-10-09,Coffee,13.04,Coffee Expense
2024-10-10,Gifts,78.79,Gifts Expense
2024-10-11,Food,22.82,Food Expense
2024-10-11,Electronics,1748.04,Electronics Expense
2024-10-11,Food,132.28,Food Expense
2024-10-12,Food,71.25,Food Expense
2024-10-12,Travel,1534.36,Travel Expense
2024-10-14,Travel,1712.66,Travel Expense
2024-10-15,Dining,31.84,Dining Expense
2024-10-15,Books,21.65,Books Expense
2024-10-16,Gifts,66.8,Gifts Expense
2024-10-16,Healthcare,23.83,Healthcare Expense
2024-10-16,Grocery,126.32,Grocery Expense
2024-10-17,Education,857.0,Education Expense
2024-10-17,Grocery,113.73,Grocery Expense
2024-10-18,Gifts,166.43,Gifts Expense
2024-10-18,Travel,1263.69,Travel Expense
2024-10-20,Education,106.48,Education Expense
2024-10-21,Entertainment,69.78,Entertainment Expense
2024-10-23,Sports,90.23,Sports Expense
2024-10-23,Coffee,9.79,Coffee Expense
2024-10-24,Food,109.04,Food Expense
2024-10-25,Sports,50.12,Sports Expense
2024-10-25,Shopping,450.13,Shopping Expense
2024-10-25,Education,376.89,Education Expense
2024-10-25,Pets,57.14,Pets Expense
2024-10-25,Dining,107.29,Dining Expense
2024-10-27,Transportation,84.77,Transportation Expense
2024-10-27,Shopping,208.2,Shopping Expense
2024-10-28,Education,470.79,Education Expense
2024-10-29,Coffee,14.94,Coffee Expense
2024-10-31,Healthcare,384.44,Healthcare Expense
2024-10-31,Shopping,225.98,Shopping Expense
2024-11-01,Sports,46.05,Sports Expense
2024-11-01,Sports,151.98,Sports Expense
2024-11-01,Coffee,9.86,Coffee Expense
2024-11-02,Sports,114.56,Sports Expense
2024-11-03,Utilities,230.81,Utilities Expense
2024-11-03,Electronics,1053.81,Electronics Expense
2024-11-03,Beauty,101.45,Beauty Expense
2024-11-05,Fitness,111.94,Fitness Expense
2024-11-06,Healthcare,319.11,Healthcare Expense
2024-11-06,Grocery,58.11,Grocery Expense
2024-11-07,Electronics,116.58,Electronics Expense
2024-11-08,Shopping,419.7,Shopping Expense
2024-11-10,Books,44.79,Books Expense
2024-11-11,Sports,185.07,Sports Expense
2024-11-11,Housing,2514.67,Housing Expense
2024-11-11,Electronics,1303.88,Electronics Expense
2024-11-12,Housing,2402.6,Housing Expense
2024-11-13,Grocery,61.24,Grocery Expense
2024-11-14,Healthcare,178.35,Healthcare Expense
2024-11-14,Dining,152.11,Dining Expense
2024-11-15,Clothing,59.12,Clothing Expense
2024-11-15,Travel,2097.43,Travel Expense
2024-11-16,Education,860.2,Education Expense
2024-11-16,Travel,967.23,Travel Expense
2024-11-18,Books,28.6,Books Expense
2024-11-18,Beauty,114.49,Beauty Expense
2024-11-19,Education,212.91,Education Expense
2024-11-20,Education,189.9,Education Expense
2024-11-20,Coffee,4.77,Coffee Expense
2024-11-21,Gifts,104.13,Gifts Expense
2024-11-21,Beauty,74.67,Beauty Expense
2024-11-22,Utilities,58.39,Utilities Expense
2024-11-22,Transportation,98.31,Transportation Expense
2024-11-22,Books,25.36,Books Expense
2024-11-24,Gifts,135.5,Gifts Expense
2024-11-24,Beauty,38.63,Beauty Expense
2024-11-24,Entertainment,298.33,Entertainment Expense
2024-11-24,Fitness,106.22,Fitness Expense
2024-11-24,Food,100.61,Food Expense
2024-11-24,Books,49.96,Books Expense
2024-11-25,Healthcare,467.5,Healthcare Expense
2024-11-26,Travel,1352.64,Travel Expense
2024-11-26,Transportation,75.87,Transportation Expense
2024-11-27,Sports,119.79,Sports Expense
2024-11-29,Travel,1594.86,Travel Expense
2024-11-29,Coffee,4.08,Coffee Expense
2024-11-29,Beauty,156.85,Beauty Expense
2024-11-30,Pets,83.27,Pets Expense
2024-11-30,Books,10.09,Books Expense
2024-12-01,Books,20.56,Books Expense
2024-12-01,Clothing,168.24,Clothing Expense
2024-12-02,Travel,134.42,Travel Expense
2024-12-02,Clothing,51.52,Clothing Expense
2024-12-02,Books,36.66,Books Expense
2024-12-03,Grocery,193.81,Grocery Expense
2024-12-03,Gifts,162.59,Gifts Expense
2024-12-03,Education,667.45,Education Expense
2024-12-04,Healthcare,319.73,Healthcare Expense
2024-12-04,Entertainment,174.25,Entertainment Expense
2024-12-04,Education,633.77,Education Expense
2024-12-05,Books,17.82,Books Expense
2024-12-06,Coffee,4.88,Coffee Expense
2024-12-06,Dining,84.69,Dining Expense
2024-12-06,Shopping,275.69,Shopping Expense
2024-12-07,Books,19.22,Books Expense
2024-12-07,Fitness,142.13,Fitness Expense
2024-12-07,Healthcare,71.17,Healthcare Expense
2024-12-08,Clothing,35.48,Clothing Expense
2024-12-08,Electronics,287.11,Electronics Expense
2024-12-08,Utilities,116.45,Utilities Expense
2024-12-08,Travel,1002.35,Travel Expense
2024-12-09,Education,933.46,Education Expense
2024-12-10,Beauty,186.88,Beauty Expense
2024-12-11,Utilities,104.72,Utilities Expense
2024-12-11,Books,16.34,Books Expense
2024-12-11,Shopping,400.18,Shopping Expense
2024-12-12,Transportation,45.94,Transportation Expense
2024-12-12,Entertainment,147.17,Entertainment Expense
2024-12-13,Coffee,9.37,Coffee Expense
2024-12-14,Beauty,129.7,Beauty Expense
2024-12-14,Entertainment,187.14,Entertainment Expense
2024-12-14,Travel,2035.98,Travel Expense
2024-12-16,Books,16.62,Books Expense
2024-12-17,Beauty,140.16,Beauty Expense
2024-12-17,Beauty,79.66,Beauty Expense
2024-12-17,Food,24.81,Food Expense
2024-12-19,Education,203.3,Education Expense
2024-12-19,Gifts,91.38,Gifts Expense
2024-12-20,Grocery,167.81,Grocery Expense
2024-12-21,Utilities,118.99,Utilities Expense
2024-12-21,Education,915.73,Education Expense
2024-12-21,Beauty,53.12,Beauty Expense
2024-12-25,Transportation,37.71,Transportation Expense
2024-12-25,Electronics,1016.2,Electronics Expense
2024-12-27,Entertainment,258.69,Entertainment Expense
2024-12-27,Gifts,164.61,Gifts Expense
2024-12-28,Pets,91.1,Pets Expense
2024-12-28,Travel,3235.12,Travel Expense
2024-12-29,Sports,117.88,Sports Expense
2024-12-29,Education,382.94,Education Expense
2024-12-29,Books,15.43,Books Expense
2024-12-30,Sports,69.77,Sports Expense
2024-12-31,Transportation,76.01,Transportation Expense
2025-01-02,Entertainment,71.7,Entertainment Expense
2025-01-03,Healthcare,370.08,Healthcare Expense
2025-01-03,Electronics,245.76,Electronics Expense
2025-01-04,Travel,3791.86,Travel Expense
2025-01-04,Gifts,100.46,Gifts Expense
2025-01-06,Travel,4644.41,Travel Expense
2025-01-08,Fitness,70.96,Fitness Expense
2025-01-08,Education,231.45,Education Expense
2025-01-08,Utilities,211.21,Utilities Expense
2025-01-08,Housing,2979.44,Housing Expense
2025-01-09,Clothing,73.13,Clothing Expense
2025-01-10,Housing,895.69,Housing Expense
2025-01-11,Travel,817.97,Travel Expense
2025-01-12,Books,43.47,Books Expense
2025-01-14,Books,36.17,Books Expense
2025-01-15,Grocery,117.39,Grocery Expense
2025-01-15,Housing,868.22,Housing Expense
2025-01-15,Education,554.78,Education Expense
2025-01-16,Utilities,249.63,Utilities Expense
2025-01-16,Housing,2039.2,Housing Expense
2025-01-16,Pets,77.43,Pets Expense
2025-01-17,Healthcare,387.37,Healthcare Expense
2025-01-18,Beauty,198.34,Beauty Expense
2025-01-21,Healthcare,493.67,Healthcare Expense
2025-01-21,Education,715.06,Education Expense
2025-01-22,Beauty,49.72,Beauty Expense
2025-01-23,Travel,3959.16,Travel Expense
2025-01-23,Pets,46.19,Pets Expense
2025-01-24,Housing,2723.37,Housing Expense
2025-01-25,Housing,2563.47,Housing Expense
2025-01-26,Electronics,1236.49,Electronics Expense
2025-01-26,Grocery,134.12,Grocery Expense
2025-01-26,Healthcare,442.99,Healthcare Expense
2025-01-27,Coffee,12.44,Coffee Expense
2025-01-30,Housing,2358.74,Housing Expense
2025-01-31,Electronics,118.41,Electronics Expense
2025-01-31,Beauty,198.9,Beauty Expense
2025-02-02,Fitness,110.32,Fitness Expense
2025-02-02,Sports,95.02,Sports Expense
2025-02-02,Shopping,362.58,Shopping Expense
2025-02-04,Utilities,233.56,Utilities Expense
2025-02-04,Travel,3934.71,Travel Expense
2025-02-05,Food,52.98,Food Expense
2025-02-05,Electronics,281.93,Electronics Expense
2025-02-06,Food,96.11,Food Expense
2025-02-06,Shopping,380.01,Shopping Expense
2025-02-07,Beauty,74.4,Beauty Expense
2025-02-09,Pets,82.15,Pets Expense
2025-02-09,Gifts,20.51,Gifts Expense
2025-02-09,Entertainment,168.2,Entertainment Expense
2025-02-09,Education,961.32,Education Expense
2025-02-10,Fitness,117.65,Fitness Expense
2025-02-11,Entertainment,104.88,Entertainment Expense
2025-02-11,Housing,1511.36,Housing Expense
2025-02-11,Housing,2083.63,Housing Expense
2025-02-11,Pets,36.65,Pets Expense
2025-02-13,Dining,142.32,Dining Expense
2025-02-15,Fitness,140.77,Fitness Expense
2025-02-15,Clothing,183.61,Clothing Expense
2025-02-16,Gifts,166.1,Gifts Expense
2025-02-16,Beauty,83.25,Beauty Expense
2025-02-16,Clothing,65.51,Clothing Expense
2025-02-17,Transportation,89.57,Transportation Expense
2025-02-17,Utilities,69.3,Utilities Expense
2025-02-18,Grocery,172.62,Grocery Expense
2025-02-18,Shopping,399.89,Shopping Expense
2025-02-18,Food,55.07,Food Expense
2025-02-19,Pets,84.77,Pets Expense
2025-02-19,Dining,33.08,Dining Expense
2025-02-19,Food,124.26,Food Expense
2025-02-19,Gifts,100.6,Gifts Expense
2025-02-20,Books,47.96,Books Expense
2025-02-20,Shopping,139.85,Shopping Expense
2025-02-22,Electronics,1864.47,Electronics Expense
2025-02-22,Shopping,382.82,Shopping Expense
2025-02-22,Pets,17.85,Pets Expense
2025-02-24,Beauty,103.06,Beauty Expense
2025-02-25,Dining,147.37,Dining Expense
2025-02-26,Gifts,100.6,Gifts Expense
2025-02-28,Sports,34.44,Sports Expense
2025-02-28,Coffee,12.92,Coffee Expense
2025-02-28,Healthcare,282.85,Healthcare Expense
2025-03-02,Transportation,61.61,Transportation Expense
2025-03-02,Travel,3383.93,Travel Expense
2025-03-02,Food,112.37,Food Expense
2025-03-02,Utilities,264.27,Utilities Expense
2025-03-05,Grocery,126.58,Grocery Expense
2025-03-05,Shopping,34.69,Shopping Expense
2025-03-05,Food,54.67,Food Expense
2025-03-06,Gifts,152.96,Gifts Expense
2025-03-06,Beauty,51.44,Beauty Expense
2025-03-06,Shopping,192.95,Shopping Expense
2025-03-07,Gifts,179.73,Gifts Expense
2025-03-07,Food,137.78,Food Expense
2025-03-07,Pets,97.65,Pets Expense
2025-03-07,Coffee,9.69,Coffee Expense
2025-03-07,Dining,76.72,Dining Expense
2025-03-08,Electronics,1936.19,Electronics Expense
2025-03-09,Coffee,7.34,Coffee Expense
2025-03-10,Books,22.59,Books Expense
2025-03-10,Healthcare,412.27,Healthcare Expense
2025-03-11,Transportation,93.68,Transportation Expense
2025-03-12,Dining,138.64,Dining Expense
2025-03-13,Books,39.61,Books Expense
2025-03-13,Sports,182.55,Sports Expense
2025-03-13,Grocery,41.35,Grocery Expense
2025-03-13,Gifts,40.51,Gifts Expense
2025-03-13,Housing,1434.46,Housing Expense
2025-03-14,Dining,183.01,Dining Expense
2025-03-15,Housing,2300.72,Housing Expense
2025-03-16,Dining,153.74,Dining Expense
2025-03-16,Books,16.98,Books Expense
2025-03-17,Dining,30.34,Dining Expense
2025-03-19,Dining,183.34,Dining Expense
2025-03-20,Sports,101.2,Sports Expense
2025-03-20,Clothing,146.46,Clothing Expense
2025-03-20,Travel,934.9,Travel Expense
2025-03-20,Books,31.42,Books Expense
2025-03-22,Clothing,86.22,Clothing Expense
2025-03-23,Healthcare,435.7,Healthcare Expense
2025-03-23,Gifts,161.01,Gifts Expense
2025-03-24,Beauty,174.16,Beauty Expense
2025-03-24,Pets,30.42,Pets Expense
2025-03-24,Dining,153.02,Dining Expense
2025-03-25,Fitness,105.49,Fitness Expense
2025-03-25,Fitness,30.79,Fitness Expense
2025-03-26,Housing,2405.83,Housing Expense
2025-03-26,Fitness,94.9,Fitness Expense
2025-03-27,Gifts,128.08,Gifts Expense
2025-03-28,Entertainment,21.65,Entertainment Expense
2025-03-29,Beauty,81.35,Beauty Expense
2025-03-30,Gifts,78.3,Gifts Expense
2025-03-31,Books,26.3,Books Expense
2025-03-31,Gifts,27.58,Gifts Expense
2025-04-02,Healthcare,359.72,Healthcare Expense
2025-04-04,Books,32.77,Books Expense
2025-04-05,Entertainment,69.45,Entertainment Expense
2025-04-05,Entertainment,109.14,Entertainment Expense
2025-04-05,Grocery,173.84,Grocery Expense
2025-04-05,Sports,79.87,Sports Expense
2025-04-06,Shopping,459.46,Shopping Expense
2025-04-06,Pets,96.72,Pets Expense
2025-04-07,Travel,565.3,Travel Expense
2025-04-07,Electronics,1389.43,Electronics Expense
2025-04-07,Pets,32.36,Pets Expense
2025-04-07,Beauty,147.6,Beauty Expense
2025-04-08,Entertainment,186.72,Entertainment Expense
2025-04-08,Food,14.14,Food Expense
2025-04-10,Electronics,1337.13,Electronics Expense
2025-04-10,Travel,1048.67,Travel Expense
2025-04-11,Electronics,1778.45,Electronics Expense
2025-04-13,Travel,4892.93,Travel Expense
2025-04-14,Shopping,497.7,Shopping Expense
2025-04-15,Travel,1000.16,Travel Expense
2025-04-15,Education,82.34,Education Expense
2025-04-16,Healthcare,411.53,Healthcare Expense
2025-04-17,Utilities,129.42,Utilities Expense
2025-04-17,Fitness,84.14,Fitness Expense
2025-04-17,Transportation,51.44,Transportation Expense
2025-04-18,Healthcare,87.51,Healthcare Expense
2025-04-18,Education,967.86,Education Expense
2025-04-19,Food,83.46,Food Expense
2025-04-19,Entertainment,23.23,Entertainment Expense
2025-04-19,Gifts,40.88,Gifts Expense
2025-04-20,Shopping,143.5,Shopping Expense
2025-04-20,Food,142.6,Food Expense
2025-04-21,Electronics,1120.32,Electronics Expense
2025-04-22,Entertainment,193.62,Entertainment Expense
2025-04-23,Fitness,68.23,Fitness Expense
2025-04-24,Coffee,13.54,Coffee Expense
2025-04-24,Gifts,122.43,Gifts Expense
2025-04-24,Grocery,195.95,Grocery Expense
2025-04-25,Gifts,169.53,Gifts Expense
2025-04-25,Dining,166.12,Dining Expense
2025-04-26,Electronics,815.2,Electronics Expense
2025-04-26,Electronics,1909.69,Electronics Expense
2025-04-26,Clothing,281.74,Clothing Expense
2025-04-27,Coffee,4.55,Coffee Expense
2025-04-27,Pets,97.18,Pets Expense
2025-04-27,Sports,20.78,Sports Expense
2025-04-27,Utilities,295.94,Utilities Expense
2025-04-28,Housing,1713.02,Housing Expense
2025-04-30,Food,28.86,Food Expense
2025-05-02,Electronics,226.28,Electronics Expense
2025-05-02,Pets,59.31,Pets Expense
2025-05-02,Shopping,171.12,Shopping Expense
2025-05-03,Utilities,84.98,Utilities Expense
2025-05-03,Gifts,72.72,Gifts Expense
2025-05-04,Electronics,1229.33,Electronics Expense
2025-05-04,Education,758.98,Education Expense
2025-05-05,Clothing,203.14,Clothing Expense
2025-05-06,Shopping,297.73,Shopping Expense
2025-05-08,Electronics,548.42,Electronics Expense
2025-05-10,Sports,186.9,Sports Expense
2025-05-10,Sports,28.35,Sports Expense
2025-05-10,Education,569.75,Education Expense
2025-05-11,Gifts,186.57,Gifts Expense
2025-05-11,Electronics,856.32,Electronics Expense
2025-05-12,Transportation,52.86,Transportation Expense
2025-05-12,Sports,124.9,Sports Expense
2025-05-13,Healthcare,104.93,Healthcare Expense
2025-05-13,Fitness,92.39,Fitness Expense
2025-05-13,Entertainment,134.54,Entertainment Expense
2025-05-14,Sports,116.03,Sports Expense
2025-05-14,Sports,87.61,Sports Expense
2025-05-15,Gifts,41.71,Gifts Expense
